,file_name,text
87,crop-9-department2.jpg,ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ.
88,crop-9-passport_date.jpg,28.02.2007
89,crop-9-code.jpg,470-114
90,crop-9-surname1.jpg,КОРНИЛОВ
91,crop-9-name.jpg,ДАНИЭЛЬ
92,crop-9-patron.jpg,ЕГОРОВИЧ
93,crop-9-sex.jpg,МУЖ.
94,crop-9-birthday.jpg,28.02.1945
95,crop-9-birth_place1.jpg,ГОР.НОВГОРОД
96,crop-10-department1.jpg,ОВД Г. САЯНСКА ИРКУТСКОЙ ОБЛ.
97,crop-10-passport_date.jpg,27.04.2001
98,crop-10-code.jpg,382-021
99,crop-10-surname1.jpg,ДМИТРИЕВ
100,crop-10-name.jpg,ПАВЕЛ
101,crop-10-patron.jpg,ИВАНЫЧ
102,crop-10-sex.jpg,МУЖ.
103,crop-10-birthday.jpg,27.04.1956
104,crop-10-birth_place1.jpg,Г.СМОЛЕНСК
105,crop-11-department1.jpg,ГУ МВД РОССИИ ПО АЛТАЙСКОМУ КРАЮ
106,crop-11-passport_date.jpg,07.01.1997
107,crop-11-code.jpg,220-076
108,crop-11-surname1.jpg,КОРОЛЕВ
109,crop-11-name.jpg,ВИКТОР
110,crop-11-patron.jpg,КИРИЛЛОВИЧ
111,crop-11-sex.jpg,МУЖ.
112,crop-11-birthday.jpg,07.01.1977
113,crop-11-birth_place1.jpg,Г.ПЕТРОПАВЛОВСК-
114,crop-11-birth_place2.jpg,КАМЧАТСКИЙ
115,crop-12-department1.jpg,БЕЛЕВСКИМ РОВД ТУЛЬСКОЙ ОБЛ.
116,crop-12-passport_date.jpg,12.08.2017
117,crop-12-code.jpg,712-008
118,crop-12-surname1.jpg,ЧЕРНОВ
119,crop-12-name.jpg,ЯРОСЛАВ
120,crop-12-patron.jpg,ГЕННАДИЕВИЧ
121,crop-12-sex.jpg,МУЖ.
122,crop-12-birthday.jpg,12.08.1972
123,crop-12-birth_place1.jpg,Г.БАРНАУЛ
124,crop-13-department1.jpg,ГУ МВД РОССИИ ПО Г. САНКТ-
125,crop-13-department2.jpg,ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ.
126,crop-13-passport_date.jpg,27.11.1996
127,crop-13-code.jpg,470-070
128,crop-13-surname1.jpg,МАКСИМОВ
129,crop-13-name.jpg,ДЕМИД
130,crop-13-patron.jpg,ВОЛЬФОВИЧ
131,crop-13-sex.jpg,МУЖ.
132,crop-13-birthday.jpg,27.11.1982
133,crop-13-birth_place1.jpg,ГОР.КАЛУГА
134,crop-14-department1.jpg,ТП УФМС РОССИИ ПО РЕСП. КАРЕЛИЯ В
135,crop-14-department2.jpg,ПРЯЖИНСКОМ РАЙОНЕ
136,crop-14-passport_date.jpg,27.10.2023
137,crop-14-code.jpg,100-015
138,crop-14-surname1.jpg,ЕГОРОВ
139,crop-14-name.jpg,ИЛЬДАР
140,crop-14-patron.jpg,СЕВЕРИНОВИЧ
141,crop-14-sex.jpg,МУЖ.
142,crop-14-birthday.jpg,27.10.1951
143,crop-14-birth_place1.jpg,ГОР.ЙОШКАР-ОЛА
144,crop-15-department1.jpg,КРАСНОГВАРДЕЙСКИМ РОВД МВД РЕСП.
145,crop-15-department2.jpg,АДЫГЕЯ
146,crop-15-passport_date.jpg,19.07.2015
147,crop-15-code.jpg,012-004
148,crop-15-surname1.jpg,МОРОЗОВ
149,crop-15-name.jpg,РОМАН
150,crop-15-patron.jpg,ОЛЕГОВИЧ
151,crop-15-sex.jpg,МУЖ.
152,crop-15-birthday.jpg,19.07.1995
153,crop-15-birth_place1.jpg,Г.АРХАНГЕЛЬСК
154,crop-16-department1.jpg,ЗАГОРСКИМ ОМ ОВД ЖЕЛЕЗНОДОРОЖНОГО
155,crop-16-department2.jpg,РАЙОНА Г. УЛАН-УДЭ РЕСП. БУРЯТИЯ
156,crop-16-passport_date.jpg,05.10.1995
157,crop-16-code.jpg,033-001
158,crop-16-surname1.jpg,ФЕДОТОВ
159,crop-16-name.jpg,АЛЬБЕРТ
160,crop-16-patron.jpg,ЮРЬЕВИЧ
161,crop-16-sex.jpg,МУЖ.
162,crop-16-birthday.jpg,05.10.1975
163,crop-16-birth_place1.jpg,ЛЕНИНГРАД
164,crop-17-department1.jpg,ОТДЕЛОМ УФМС РОССИИ ПО МОСКОВСКОЙ
165,crop-17-department2.jpg,ОБЛ. ПО ГОРОДСКОМУ ОКРУГУ РЕУТОВ
166,crop-17-passport_date.jpg,09.04.2009
167,crop-17-code.jpg,500-010
168,crop-17-surname1.jpg,ВИШНЕВСКИЙ
169,crop-17-name.jpg,МИХАИЛ
170,crop-17-patron.jpg,ВИТАЛЬЕВИЧ
171,crop-17-sex.jpg,МУЖ.
172,crop-17-birthday.jpg,09.04.1989
173,crop-17-birth_place1.jpg,ГОР.КАЛИНИНГРАД
174,crop-18-department1.jpg,СЕВЕРО-ЗАДОНСКИМ ОМ ОВД Г.
175,crop-18-department2.jpg,ДОНСКОГО ТУЛЬСКОЙ ОБЛ.
176,crop-18-passport_date.jpg,20.11.2001
177,crop-18-code.jpg,713-007
178,crop-18-surname1.jpg,ДЕМЕНТЬЕВ
179,crop-18-name.jpg,ОДИССЕЙ
180,crop-18-patron.jpg,РОБЕРТОВИЧ
181,crop-18-sex.jpg,МУЖ.
182,crop-18-birthday.jpg,20.11.1981
183,crop-18-birth_place1.jpg,Г.КАЗАНЬ
184,crop-19-department1.jpg,ТП УФМС РОССИИ ПО АЛТАЙСКОМУ КРАЮ
185,crop-19-department2.jpg,В С. КУРЬЯ
186,crop-19-passport_date.jpg,22.04.2012
187,crop-19-code.jpg,220-026
188,crop-19-surname1.jpg,НОВИКОВ
189,crop-19-name.jpg,САМИР
190,crop-19-patron.jpg,МИХАЙЛОВИЧ
191,crop-19-sex.jpg,МУЖ.
192,crop-19-birthday.jpg,22.04.1967
193,crop-19-birth_place1.jpg,Г.ПЕРМЬ
194,crop-20-department1.jpg,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО
195,crop-20-department2.jpg,САРАТОВСКОЙ ОБЛ. В СОВЕТСКОМ РАЙОНЕ
196,crop-20-passport_date.jpg,23.05.2017
197,crop-20-code.jpg,640-039
198,crop-20-surname1.jpg,НАЗАРОВ
199,crop-20-name.jpg,РИНАТ
200,crop-20-patron.jpg,СЕВЕРИНОВИЧ
201,crop-20-sex.jpg,МУЖ.
202,crop-20-birthday.jpg,23.05.1997
203,crop-20-birth_place1.jpg,Г.МОСКВА
204,crop-21-department1.jpg,ОВД КАЯКЕНТСКОГО РАЙОНА РЕСП.
205,crop-21-department2.jpg,ДАГЕСТАН
206,crop-21-passport_date.jpg,12.04.2002
207,crop-21-code.jpg,052-024
208,crop-21-surname1.jpg,ЕФРЕМОВ
209,crop-21-name.jpg,ИВАН
210,crop-21-patron.jpg,СЕВЕРИНОВИЧ
211,crop-21-sex.jpg,МУЖ.
212,crop-21-birthday.jpg,12.04.1957
213,crop-21-birth_place1.jpg,Г.МУРМАНСК
214,crop-22-department1.jpg,ТП УФМС РОССИИ ПО РЕСП. САХА
215,crop-22-department2.jpg,(ЯКУТИЯ) В НЮРБИНСКОМ РАЙОНЕ
216,crop-22-passport_date.jpg,24.10.1999
217,crop-22-code.jpg,140-022
218,crop-22-surname1.jpg,АНДРЕЕВ
219,crop-22-name.jpg,ВАДИМ
220,crop-22-patron.jpg,ИОСИФОВИЧ
221,crop-22-sex.jpg,МУЖ.
222,crop-22-birthday.jpg,24.10.1979
223,crop-22-birth_place1.jpg,Г.МАХАЧКАЛА
224,crop-23-department1.jpg,ГУ МВД РОССИИ ПО РОСТОВСКОЙ ОБЛ.
225,crop-23-passport_date.jpg,22.02.2008
226,crop-23-code.jpg,610-040
227,crop-23-surname1.jpg,ОСИПОВ
228,crop-23-name.jpg,НИКИТА
229,crop-23-patron.jpg,ИЛЬИЧ
230,crop-23-sex.jpg,МУЖ.
231,crop-23-birthday.jpg,22.02.1994
232,crop-23-birth_place1.jpg,Г.ЧЕЛЯБИНСК
233,crop-24-department1.jpg,ОВД ГАГИНСКОГО РАЙОНА
234,crop-24-department2.jpg,НИЖЕГОРОДСКОЙ ОБЛ.
235,crop-24-passport_date.jpg,30.10.2022
236,crop-24-code.jpg,522-034
237,crop-24-surname1.jpg,ШИРОКОВ
238,crop-24-name.jpg,ИВАН
239,crop-24-patron.jpg,СТАНИСЛАВОВИЧ
240,crop-24-sex.jpg,МУЖ.
241,crop-24-birthday.jpg,30.10.2008
242,crop-24-birth_place1.jpg,Г.КРАСНОДАР
243,crop-25-department1.jpg,ГУ МВД РОССИИ ПО КЕМЕРОВСКОЙ ОБЛ.
244,crop-25-passport_date.jpg,28.05.2020
245,crop-25-code.jpg,420-029
246,crop-25-surname1.jpg,НАУМОВ
247,crop-25-name.jpg,РУСЛАН
248,crop-25-patron.jpg,СЕВЕРИНОВИЧ
249,crop-25-sex.jpg,МУЖ.
250,crop-25-birthday.jpg,28.05.2000
251,crop-25-birth_place1.jpg,Г.САМАРА
252,crop-26-department1.jpg,ТП В С. СКОРОДНОЕ ОУФМС РОССИИ ПО
253,crop-26-department2.jpg,БЕЛГОРОДСКОЙ ОБЛ. В ГУБКИНСКОМ РАЙОНЕ
254,crop-26-passport_date.jpg,05.01.2021
255,crop-26-code.jpg,310-045
256,crop-26-surname1.jpg,АГЕЕВ
257,crop-26-name.jpg,НИКОЛАЙ
258,crop-26-patron.jpg,ВОЛЬФОВИЧ
259,crop-26-sex.jpg,МУЖ.
260,crop-26-birthday.jpg,05.01.1941
261,crop-26-birth_place1.jpg,ГОР.АРХАНГЕЛЬСК
262,crop-27-department1.jpg,ГУ МВД РОССИИ ПО САРАТОВСКОЙ ОБЛ.
263,crop-27-passport_date.jpg,07.11.2010
264,crop-27-code.jpg,640-023
265,crop-27-surname1.jpg,ВИНОГРАДОВ
266,crop-27-name.jpg,ИЛЬДАР
267,crop-27-patron.jpg,НИКОЛАЕВИЧ
268,crop-27-sex.jpg,МУЖ.
269,crop-27-birthday.jpg,07.11.1917
270,crop-27-birth_place1.jpg,ГОР.ЕКАТЕРИНБУРГ
271,crop-28-department1.jpg,ИЗЛУЧИНСКИМ ПОСЕЛКОВЫМ ОМ
272,crop-28-department2.jpg,НИЖНЕВАРТОВСКОГО РАЙОНА ХАНТЫ-
273,crop-28-department3.jpg,МАНСИЙСКОГО АО ТЮМЕНСКОЙ ОБЛ.
274,crop-28-passport_date.jpg,29.11.2024
275,crop-28-code.jpg,863-008
276,crop-28-surname1.jpg,ДЬЯКОВ
277,crop-28-name.jpg,МИХАИЛ
278,crop-28-patron.jpg,ВЛАДИСЛАВОВИЧ
279,crop-28-sex.jpg,МУЖ.
280,crop-28-birthday.jpg,29.11.2010
281,crop-28-birth_place1.jpg,Г.ЭЛИСТА
282,crop-29-department1.jpg,ТП УФМС РОССИИ ПО АРХАНГЕЛЬСКОЙ
283,crop-29-department2.jpg,ОБЛ. В ВИНОГРАДОВСКОМ РАЙОНЕ
284,crop-29-passport_date.jpg,06.07.1994
285,crop-29-code.jpg,290-009
286,crop-29-surname1.jpg,СЕДОВ
287,crop-29-name.jpg,ОДИССЕЙ
288,crop-29-patron.jpg,САНЫЧ
289,crop-29-sex.jpg,МУЖ.
290,crop-29-birthday.jpg,06.07.1980
291,crop-29-birth_place1.jpg,Г.РЯЗАНЬ
292,crop-30-department1.jpg,ОТДЕЛОМ УФМС РОССИИ ПО
293,crop-30-department2.jpg,СВЕРДЛОВСКОЙ ОБЛ. В ЖЕЛЕЗНОДОРОЖНОМ
294,crop-30-department3.jpg,РАЙОНЕ Г. ЕКАТЕРИНБУРГА
295,crop-30-passport_date.jpg,01.08.2020
296,crop-30-code.jpg,660-002
297,crop-30-surname1.jpg,АНДРЕЕВ
298,crop-30-name.jpg,АРТЕМИЙ
299,crop-30-patron.jpg,ЯКОВЛЕВИЧ
300,crop-30-sex.jpg,МУЖ.
301,crop-30-birthday.jpg,01.08.2000
302,crop-30-birth_place1.jpg,Г.ГРОЗНЫЙ
303,crop-31-department1.jpg,ЭЛЕКТРОТЕХНИЧЕСКИМ ОВД Г.
304,crop-31-department2.jpg,НАБЕРЕЖНЫЕ ЧЕЛНЫ РЕСП. ТАТАРСТАН
305,crop-31-passport_date.jpg,07.03.2012
306,crop-31-code.jpg,162-013
307,crop-31-surname1.jpg,ЛЕОНТЬЕВ
308,crop-31-name.jpg,АРСЕН
309,crop-31-patron.jpg,ЛЬВОВИЧ
310,crop-31-sex.jpg,МУЖ.
311,crop-31-birthday.jpg,07.03.1998
312,crop-31-birth_place1.jpg,ГОР.КЫЗЫЛ
313,crop-32-department1.jpg,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО
314,crop-32-department2.jpg,ОРЕНБУРГСКОЙ ОБЛ. В Г. ГАЕ
315,crop-32-passport_date.jpg,20.12.1997
316,crop-32-code.jpg,560-014
317,crop-32-surname1.jpg,СМИРНОВ
318,crop-32-name.jpg,ОЛЕГ
319,crop-32-patron.jpg,ВИКТОРОВИЧ
320,crop-32-sex.jpg,МУЖ.
321,crop-32-birthday.jpg,20.12.1983
322,crop-32-birth_place1.jpg,Г.КАЗАНЬ
323,crop-33-department1.jpg,ОВД ЖЕЛЕЗНОДОРОЖНОГО РАЙОНА Г.
324,crop-33-department2.jpg,ЧИТЫ
325,crop-33-passport_date.jpg,04.01.1996
326,crop-33-code.jpg,752-003
327,crop-33-surname1.jpg,ДЕНИСОВ
328,crop-33-name.jpg,САМИР
329,crop-33-patron.jpg,ВОЛЬФОВИЧ
330,crop-33-sex.jpg,МУЖ.
331,crop-33-birthday.jpg,04.01.1982
332,crop-33-birth_place1.jpg,ГОР.ЛИПЕЦК
333,crop-34-department1.jpg,МВД ПО РЕСП. МОРДОВИЯ
334,crop-34-passport_date.jpg,14.12.2022
335,crop-34-code.jpg,130-004
336,crop-34-surname1.jpg,НОВИКОВ
337,crop-34-name.jpg,АМИР
338,crop-34-patron.jpg,ДАНИЛОВИЧ
339,crop-34-sex.jpg,МУЖ.
340,crop-34-birthday.jpg,14.12.2002
341,crop-34-birth_place1.jpg,Г.КОСТРОМА
342,crop-35-department1.jpg,ГУ МВД РОССИИ ПО НИЖЕГОРОДСКОЙ
343,crop-35-department2.jpg,ОБЛ.
344,crop-35-passport_date.jpg,09.07.2006
345,crop-35-code.jpg,520-010
346,crop-35-surname1.jpg,СМИРНОВ
347,crop-35-name.jpg,ИГОРЬ
348,crop-35-patron.jpg,АНАТОЛЬЕВИЧ
349,crop-35-sex.jpg,МУЖ.
350,crop-35-birthday.jpg,09.07.1961
351,crop-35-birth_place1.jpg,Г.ПЕТРОЗАВОДСК
352,crop-36-department1.jpg,ПЕРВОМАЙСКИМ ОМ ШИЛКИНСКОГО
353,crop-36-department2.jpg,РАЙОНА ЧИТИНСКОЙ ОБЛ.
354,crop-36-passport_date.jpg,28.11.2021
355,crop-36-code.jpg,753-011
356,crop-36-surname1.jpg,ЛАПИН
357,crop-36-name.jpg,МАКАР
358,crop-36-patron.jpg,ВИТАЛЬЕВИЧ
359,crop-36-sex.jpg,МУЖ.
360,crop-36-birthday.jpg,28.11.2001
361,crop-36-birth_place1.jpg,ГОР.ВЛАДИКАВКАЗ
362,crop-37-department1.jpg,ТП В С. ТЕМКИНО МРО УФМС РОССИИ
363,crop-37-department2.jpg,ПО СМОЛЕНСКОЙ ОБЛ. В Г. ГАГАРИН
364,crop-37-passport_date.jpg,25.07.2010
365,crop-37-code.jpg,670-024
366,crop-37-surname1.jpg,СЕМЕНОВ
367,crop-37-name.jpg,ЮРИЙ
368,crop-37-patron.jpg,ФЕДОРОВИЧ
369,crop-37-sex.jpg,МУЖ.
370,crop-37-birthday.jpg,25.07.1990
371,crop-37-birth_place1.jpg,Г.ЧИТА
372,crop-38-department1.jpg,УМВД РОССИИ ПО ТАМБОВСКОЙ ОБЛ.
373,crop-38-passport_date.jpg,25.02.2014
374,crop-38-code.jpg,680-021
375,crop-38-surname1.jpg,КУЗНЕЦОВ
376,crop-38-name.jpg,МАКСИМ
377,crop-38-patron.jpg,СЕРГЕЕВИЧ
378,crop-38-sex.jpg,МУЖ.
379,crop-38-birthday.jpg,25.02.1994
380,crop-38-birth_place1.jpg,Г.ВОЛОГДА
381,crop-39-department1.jpg,ОВД САФАКУЛЕВСКОГО РАЙОНА
382,crop-39-department2.jpg,КУРГАНСКОЙ ОБЛ.
383,crop-39-passport_date.jpg,24.09.2016
384,crop-39-code.jpg,452-017
385,crop-39-surname1.jpg,НОСКОВ
386,crop-39-name.jpg,АЛЬБЕРТ
387,crop-39-patron.jpg,ГЕННАДИЕВИЧ
388,crop-39-sex.jpg,МУЖ.
389,crop-39-birthday.jpg,24.09.1996
390,crop-39-birth_place1.jpg,Г.САМАРА
391,crop-40-department1.jpg,ОТДЕЛОМ УФМС РОССИИ ПО
392,crop-40-department2.jpg,СВЕРДЛОВСКОЙ ОБЛ. В Г. БОГДАНОВИЧ
393,crop-40-passport_date.jpg,31.12.1993
394,crop-40-code.jpg,660-036
395,crop-40-surname1.jpg,МАСЛЕННИКОВ
396,crop-40-name.jpg,РОДИОН
397,crop-40-patron.jpg,ИГОРЕВИЧ
398,crop-40-sex.jpg,МУЖ.
399,crop-40-birthday.jpg,31.12.1910
400,crop-40-birth_place1.jpg,Г.ПЕТРОПАВЛОВСК-
401,crop-40-birth_place2.jpg,КАМЧАТСКИЙ
402,crop-41-department1.jpg,УМВД РОССИИ ПО ВОЛОГОДСКОЙ ОБЛ.
403,crop-41-passport_date.jpg,27.11.2000
404,crop-41-code.jpg,350-032
405,crop-41-surname1.jpg,ТИМОФЕЕВ
406,crop-41-name.jpg,БОГДАН
407,crop-41-patron.jpg,ТИМОФЕЕВИЧ
408,crop-41-sex.jpg,МУЖ.
409,crop-41-birthday.jpg,27.11.1955
410,crop-41-birth_place1.jpg,Г.СТАВРОПОЛЬ
411,crop-42-department1.jpg,УМВД РОССИИ ПО ОМСКОЙ ОБЛ.
412,crop-42-passport_date.jpg,01.07.1995
413,crop-42-code.jpg,550-024
414,crop-42-surname1.jpg,ВАСИЛЬЕВ
415,crop-42-name.jpg,ВАЛЕРИЙ
416,crop-42-patron.jpg,КОНСТАНТИНОВИЧ
417,crop-42-sex.jpg,МУЖ.
418,crop-42-birthday.jpg,01.07.1975
419,crop-42-birth_place1.jpg,Г.МАГАС
420,crop-43-department1.jpg,ГУ МВД РОССИИ ПО Г. САНКТ-
421,crop-43-department2.jpg,ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ.
422,crop-43-passport_date.jpg,06.11.2001
423,crop-43-code.jpg,780-041
424,crop-43-surname1.jpg,МАСЛЕННИКОВ
425,crop-43-name.jpg,МИХАИЛ
426,crop-43-patron.jpg,ВЛАДИСЛАВОВИЧ
427,crop-43-sex.jpg,МУЖ.
428,crop-43-birthday.jpg,06.11.1956
429,crop-43-birth_place1.jpg,ГОР.ЮЖНО-САХАЛИНСК
430,crop-44-department1.jpg,ОВД МЕДВЕДЕВСКОГО РАЙОНА РЕСП.
431,crop-44-department2.jpg,МАРИЙ ЭЛ
432,crop-44-passport_date.jpg,25.07.2013
433,crop-44-code.jpg,122-010
434,crop-44-surname1.jpg,ФОМИН
435,crop-44-name.jpg,ВЛАДИСЛАВ
436,crop-44-patron.jpg,МИХАЙЛОВИЧ
437,crop-44-sex.jpg,МУЖ.
438,crop-44-birthday.jpg,25.07.1999
439,crop-44-birth_place1.jpg,Г.УЛАН-УДЭ
440,crop-45-department1.jpg,МВД ПО РЕСП. БАШКОРТОСТАН
441,crop-45-passport_date.jpg,15.12.1998
442,crop-45-code.jpg,020-048
443,crop-45-surname1.jpg,МАСЛОВ
444,crop-45-name.jpg,АЙДАР
445,crop-45-patron.jpg,БЕДРОСОВИЧ
446,crop-45-sex.jpg,МУЖ.
447,crop-45-birthday.jpg,15.12.1953
448,crop-45-birth_place1.jpg,ГОР.ПЕРМЬ
449,crop-46-department1.jpg,ТП № 100 ОУФМС РОССИИ ПО САНКТ-
450,crop-46-department2.jpg,ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В
451,crop-46-department3.jpg,ВЫБОРГСКОМ РАЙОНЕ
452,crop-46-passport_date.jpg,05.08.2015
453,crop-46-code.jpg,470-016
454,crop-46-surname1.jpg,КОМАРОВ
455,crop-46-name.jpg,ЯН
456,crop-46-patron.jpg,ВАЛЕНТИНОВИЧ
457,crop-46-sex.jpg,МУЖ.
458,crop-46-birthday.jpg,05.08.1995
459,crop-46-birth_place1.jpg,Г.КУРГАН
460,crop-47-department1.jpg,ГУ МВД РОССИИ ПО ИРКУТСКОЙ ОБЛ.
461,crop-47-passport_date.jpg,28.02.2022
462,crop-47-code.jpg,380-040
463,crop-47-surname1.jpg,СИДОРОВ
464,crop-47-name.jpg,ДМИТРИЙ
465,crop-47-patron.jpg,ИВАНОВИЧ
466,crop-47-sex.jpg,МУЖ.
467,crop-47-birthday.jpg,28.02.1936
468,crop-47-birth_place1.jpg,Г.ПЕТРОПАВЛОВСК-
469,crop-47-birth_place2.jpg,КАМЧАТСКИЙ
470,crop-48-department1.jpg,ОВД АРДАТОВСКОГО РАЙОНА РЕСП.
471,crop-48-department2.jpg,МОРДОВИЯ
472,crop-48-passport_date.jpg,28.09.2010
473,crop-48-code.jpg,132-004
474,crop-48-surname1.jpg,НЕСТЕРОВ
475,crop-48-name.jpg,СТЕПАН
476,crop-48-patron.jpg,АРТЕМОВИЧ
477,crop-48-sex.jpg,МУЖ.
478,crop-48-birthday.jpg,28.09.1990
479,crop-48-birth_place1.jpg,Г.БЛАГОВЕЩЕНСК
480,crop-49-department1.jpg,ТП ОФМС РОССИИ ПО РЕСП. АЛТАЙ В
481,crop-49-department2.jpg,УЛАГАНСКОМ РАЙОНЕ
482,crop-49-passport_date.jpg,11.01.1995
483,crop-49-code.jpg,043-001
484,crop-49-surname1.jpg,МУРАТОВ
485,crop-49-name.jpg,АРСЕН
486,crop-49-patron.jpg,ЭДУАРДОВИЧ
487,crop-49-sex.jpg,МУЖ.
488,crop-49-birthday.jpg,11.01.1975
489,crop-49-birth_place1.jpg,Г.МАЙКОП
490,crop-50-department1.jpg,ЯКОВЛЕВСКИМ РОВД БЕЛГОРОДСКОЙ
491,crop-50-department2.jpg,ОБЛ.
492,crop-50-passport_date.jpg,15.07.2005
493,crop-50-code.jpg,312-026
494,crop-50-surname1.jpg,ВОЛОШИН
495,crop-50-name.jpg,ДАНИЛА
496,crop-50-patron.jpg,ДАНИЛОВИЧ
497,crop-50-sex.jpg,МУЖ.
498,crop-50-birthday.jpg,15.07.1960
499,crop-50-birth_place1.jpg,Г.ВЛАДИВОСТОК
500,crop-51-department1.jpg,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО
501,crop-51-department2.jpg,ПЕРМСКОМУ КРАЮ В ЧЕРДЫНСКОМ РАЙОНЕ
